north,north_west,north_east,south,west,east,action,lap
79,100,52,100,29,41,accelerate+rotLeft,1
78,100,51,100,30,40,accelerate+rotLeft,1
81,100,51,100,29,41,accelerate+rotLeft,1
82,100,51,100,29,41,accelerate+rotLeft,1
82,100,52,100,29,41,accelerate+rotLeft,1
81,100,50,99,29,41,accelerate+rotLeft,1
81,100,51,94,30,40,accelerate+rotLeft,1
78,100,50,100,30,40,accelerate,1
74,100,47,100,31,40,accelerate,1
70,100,46,100,33,39,accelerate,1
68,100,45,100,34,39,accelerate+rotLeft,1
69,100,44,100,34,38,accelerate+rotLeft,1
69,100,45,96,35,38,accelerate+rotLeft,1
67,100,45,95,35,37,accelerate+rotLeft,1
67,100,44,94,35,37,accelerate+rotLeft,1
67,100,44,91,36,35,accelerate+rotLeft,1
64,100,43,91,37,35,accelerate+rotLeft,1
64,100,43,89,36,35,accelerate+rotLeft,1
66,100,43,87,37,34,accelerate+rotLeft,1
67,100,43,86,36,35,accelerate+rotLeft,1
66,100,42,85,37,34,accelerate+rotLeft,1
66,100,41,84,37,34,accelerate+rotLeft,1
66,100,42,83,37,34,accelerate+rotLeft,1
66,100,42,82,38,34,accelerate+rotLeft,1
67,100,41,80,38,34,accelerate+rotLeft,1
68,100,42,78,37,34,accelerate+rotLeft,1
69,100,41,77,38,33,accelerate+rotLeft,1
70,100,42,75,38,33,accelerate+rotLeft,1
74,100,43,74,38,32,accelerate+rotLeft,1
76,100,42,72,38,32,accelerate+rotLeft,1
84,100,42,72,38,32,accelerate+rotLeft,1
90,100,42,71,38,31,accelerate+rotLeft,1
100,100,44,69,38,33,accelerate+rotLeft,1
100,100,45,69,38,32,accelerate+rotLeft,1
100,85,47,67,38,33,accelerate+rotLeft,1
100,76,48,67,38,33,accelerate+rotLeft,1
100,69,51,67,38,34,accelerate+rotLeft,1
100,63,54,67,38,35,accelerate+rotLeft,1
100,57,59,64,38,34,accelerate+rotLeft,1
100,52,65,65,38,36,accelerate+rotLeft,1
100,52,65,67,37,36,accelerate,1
100,52,65,70,36,36,accelerate,1
100,52,65,72,36,36,accelerate,1
100,51,67,75,34,37,accelerate,1
100,51,67,78,34,37,accelerate,1
100,51,67,81,34,37,accelerate,1
100,51,67,84,34,37,accelerate,1
100,51,67,87,34,37,accelerate,1
100,49,69,90,33,38,accelerate,1
100,49,69,94,33,38,accelerate,1
100,49,69,97,33,38,accelerate,1
100,49,69,100,33,38,accelerate,1
100,53,64,100,33,38,accelerate+rotRight,1
100,58,58,100,33,38,accelerate+rotRight,1
100,58,58,100,33,38,accelerate,1
100,58,58,100,33,38,accelerate,1
100,58,58,100,33,38,accelerate,1
100,60,57,100,34,37,accelerate,1
100,60,57,100,34,37,accelerate,1
100,60,57,100,34,37,accelerate,1
100,60,57,100,34,37,accelerate,1
100,60,57,100,34,37,accelerate,1
100,60,57,100,35,36,accelerate,1
100,60,61,100,35,36,accelerate,1
100,58,68,100,35,36,accelerate,1
100,57,100,100,35,36,accelerate,1
100,56,100,100,35,36,accelerate,1
100,55,100,100,36,35,accelerate,1
100,54,100,100,36,35,accelerate,1
98,53,100,100,36,35,accelerate,1
93,51,100,100,36,35,accelerate,1
89,50,100,100,36,35,accelerate,1
86,49,100,100,37,34,accelerate,1
82,47,100,100,37,35,accelerate,1
78,45,100,100,36,36,accelerate,1
73,44,100,100,35,38,accelerate,1
70,42,100,100,36,39,accelerate,1
69,41,100,100,34,39,accelerate+rotRight,1
69,41,100,100,34,39,accelerate+rotRight,1
70,42,100,100,33,40,accelerate+rotRight,1
65,40,100,100,33,40,accelerate,1
60,37,100,100,31,42,accelerate,1
57,36,100,100,30,44,accelerate,1
59,35,100,100,31,43,accelerate+rotRight,1
58,34,100,100,29,45,accelerate+rotRight,1
59,35,100,100,29,45,accelerate+rotRight,1
58,33,100,100,28,45,accelerate+rotRight,1
60,32,100,96,26,45,accelerate+rotRight,1
63,34,100,91,27,44,accelerate+rotRight,1
64,33,100,86,26,45,accelerate+rotRight,1
65,33,100,84,26,45,accelerate+rotRight,1
68,34,100,81,25,45,accelerate+rotRight,1
72,34,100,76,24,46,accelerate+rotRight,1
75,35,100,74,24,45,accelerate+rotRight,1
78,37,100,72,24,45,accelerate+rotRight,1
83,37,100,71,25,44,accelerate+rotRight,1
86,38,100,70,25,44,accelerate+rotRight,1
89,38,100,68,25,45,accelerate+rotRight,1
93,39,100,68,25,44,accelerate+rotRight,1
100,43,100,64,26,44,accelerate+rotRight,1
100,46,100,64,27,44,accelerate+rotRight,1
100,48,100,61,28,44,accelerate+rotRight,1
100,51,71,61,30,43,accelerate+rotRight,1
100,50,78,64,31,42,accelerate,1
100,49,100,66,30,42,accelerate,1
100,49,100,70,31,40,accelerate,1
100,50,100,74,31,39,accelerate,1
100,48,100,76,31,39,accelerate,1
100,48,100,81,32,39,accelerate,1
100,51,100,78,32,38,accelerate+rotRight,1
100,53,100,76,33,38,accelerate+rotRight,1
100,56,75,72,34,38,accelerate+rotRight,1
100,61,59,71,34,37,accelerate+rotRight,1
100,60,68,74,34,37,accelerate,1
100,59,100,78,35,36,accelerate,1
100,58,100,81,37,35,accelerate,1
100,56,100,85,36,35,accelerate,1
99,56,100,89,37,34,accelerate,1
100,58,100,87,38,33,accelerate+rotRight,1
100,59,100,84,38,33,accelerate+rotRight,1
100,61,100,83,39,33,accelerate+rotRight,1
100,63,100,83,41,31,accelerate+rotRight,1
100,60,100,87,41,31,accelerate,1
100,59,100,90,42,30,accelerate,1
98,58,100,95,42,29,accelerate,1
92,55,100,99,41,30,accelerate,1
90,54,100,100,42,30,accelerate,1
86,53,100,100,42,29,accelerate,1
85,52,100,100,42,30,accelerate+rotRight,1
86,51,100,100,41,31,accelerate+rotRight,1
86,51,100,100,41,30,accelerate+rotRight,1
88,53,100,99,42,29,accelerate+rotRight,1
88,52,100,96,41,30,accelerate+rotRight,1
89,53,100,93,41,31,accelerate+rotRight,1
87,52,100,96,41,31,accelerate,1
83,50,100,100,39,31,accelerate,1
78,48,100,100,39,31,accelerate,1
78,48,100,100,39,32,accelerate+rotRight,1
80,48,100,100,38,32,accelerate+rotRight,1
82,48,100,100,39,32,accelerate+rotRight,1
85,47,100,98,37,34,accelerate+rotRight,1
93,50,100,95,37,33,accelerate+rotRight,1
99,49,100,96,37,32,accelerate+rotRight,1
100,50,100,93,38,32,accelerate+rotRight,1
100,50,92,91,38,32,accelerate+rotRight,1
100,51,82,92,37,32,accelerate+rotRight,1
100,52,75,91,37,32,accelerate+rotRight,1
100,50,77,95,37,32,accelerate,1
100,49,80,97,37,33,accelerate,1
100,48,82,100,37,34,accelerate,1
100,46,85,100,36,35,accelerate,1
100,45,87,100,35,36,accelerate,1
100,45,87,100,35,36,accelerate,1
100,44,87,100,34,37,accelerate,1
100,42,89,100,33,38,accelerate,1
100,43,82,100,32,39,accelerate+rotRight,1
100,45,75,100,32,39,accelerate+rotRight,1
100,46,72,100,31,40,accelerate+rotRight,1
100,50,66,100,30,40,accelerate+rotRight,1
100,50,66,100,30,40,accelerate,1
100,50,64,100,30,40,accelerate,1
100,50,64,100,30,40,accelerate,1
100,50,64,100,30,40,accelerate,1
100,50,64,100,30,40,accelerate,1
100,50,64,100,30,40,accelerate,1
100,50,64,100,30,40,accelerate,1
100,52,64,100,30,40,accelerate,1
100,55,64,100,30,40,accelerate,1
100,100,64,100,30,40,accelerate,1
100,100,62,100,30,40,accelerate,1
100,100,61,100,30,40,accelerate,1
100,100,59,100,30,40,accelerate,1
97,100,59,100,30,40,accelerate,1
93,100,57,100,30,39,accelerate,1
89,100,55,100,30,39,accelerate,1
85,100,54,100,30,39,accelerate,1
81,100,52,100,31,39,accelerate,1
77,100,49,100,32,39,accelerate,1
76,100,50,100,33,39,accelerate+rotLeft,1
77,100,50,100,33,39,accelerate+rotLeft,1
76,100,51,100,33,39,accelerate+rotLeft,1
76,100,51,100,34,39,accelerate+rotLeft,1
76,100,50,100,33,39,accelerate+rotLeft,1
72,100,47,100,34,38,accelerate,1
68,100,47,100,36,38,accelerate,1
64,100,44,100,38,38,accelerate,1
63,100,44,100,38,38,accelerate+rotLeft,1
61,100,42,100,40,37,accelerate+rotLeft,1
60,100,41,100,41,36,accelerate+rotLeft,1
57,100,40,100,43,36,accelerate+rotLeft,1
57,100,39,99,43,34,accelerate+rotLeft,1
56,100,38,93,44,35,accelerate+rotLeft,1
57,100,37,89,43,34,accelerate+rotLeft,1
56,100,36,88,44,32,accelerate+rotLeft,1
57,100,35,85,44,31,accelerate+rotLeft,1
57,100,35,84,45,30,accelerate+rotLeft,1
58,100,33,83,45,28,accelerate+rotLeft,1
62,100,34,80,44,29,accelerate+rotLeft,1
64,100,33,78,45,28,accelerate+rotLeft,1
70,100,34,76,45,27,accelerate+rotLeft,1
71,100,34,77,45,27,accelerate+rotLeft,1
73,100,34,75,44,27,accelerate+rotLeft,1
74,100,35,74,45,25,accelerate+rotLeft,1
78,100,36,74,44,26,accelerate+rotLeft,1
81,100,37,73,44,26,accelerate+rotLeft,1
84,100,38,70,45,26,accelerate+rotLeft,1
86,100,40,69,45,26,accelerate+rotLeft,1
89,100,43,70,44,27,accelerate+rotLeft,1
91,100,46,65,44,27,accelerate+rotLeft,1
92,100,49,67,43,28,accelerate+rotLeft,1
95,100,51,62,44,28,accelerate+rotLeft,1
97,100,54,61,44,29,accelerate+rotLeft,1
99,100,58,59,44,31,accelerate+rotLeft,1
100,100,59,58,44,32,accelerate+rotLeft,1
100,100,64,57,44,35,accelerate+rotLeft,1
100,100,67,56,44,37,accelerate+rotLeft,1
100,100,69,55,43,38,accelerate+rotLeft,1
100,100,67,57,42,39,accelerate,1
100,100,68,60,38,40,accelerate,1
98,100,66,62,38,40,accelerate,1
94,100,64,65,36,41,accelerate,1
92,100,63,69,34,42,accelerate,1
89,100,62,72,33,43,accelerate,1
86,100,60,75,32,44,accelerate,1
83,100,59,79,32,44,accelerate,1
84,100,58,77,31,44,accelerate+rotLeft,1
87,100,59,75,30,46,accelerate+rotLeft,1
89,100,59,75,31,45,accelerate+rotLeft,1
91,100,58,75,31,47,accelerate+rotLeft,1
88,100,56,78,31,47,accelerate,1
85,100,54,82,30,47,accelerate,1
82,100,52,84,30,46,accelerate,1
78,100,50,88,31,47,accelerate,1
80,100,50,88,31,46,accelerate+rotLeft,1
85,100,49,85,32,44,accelerate+rotLeft,1
92,100,48,85,33,43,accelerate+rotLeft,1
100,100,49,85,32,43,accelerate+rotLeft,1
100,100,49,86,33,42,accelerate+rotLeft,1
100,100,48,89,33,42,accelerate,1
100,100,45,94,35,40,accelerate,1
100,100,44,97,35,39,accelerate,1
100,100,45,97,36,38,accelerate+rotLeft,1
100,94,45,97,37,37,accelerate+rotLeft,1
100,86,46,98,37,35,accelerate+rotLeft,1
100,78,48,98,37,35,accelerate+rotLeft,1
100,69,51,97,37,35,accelerate+rotLeft,1
100,63,55,97,37,35,accelerate+rotLeft,1
100,65,53,100,38,34,accelerate,1
100,65,53,100,38,34,accelerate,1
100,65,53,100,38,34,accelerate,1
100,65,53,100,38,34,accelerate,1
100,65,53,100,38,34,accelerate,1
100,65,53,100,38,34,accelerate,1
100,65,53,100,38,34,accelerate,1
100,61,57,100,38,34,accelerate+rotLeft,1
100,57,61,100,38,34,accelerate+rotLeft,1
100,54,67,100,38,34,accelerate+rotLeft,1
100,52,69,100,37,35,accelerate,1
100,52,69,100,37,35,accelerate,1
100,51,71,100,36,36,accelerate,1
100,51,71,100,36,36,accelerate,1
100,50,73,100,35,37,accelerate,1
100,50,73,100,35,37,accelerate,1
100,48,75,100,34,38,accelerate,1
100,48,75,100,34,38,accelerate,1
100,47,77,100,33,39,accelerate,1
100,47,77,100,33,39,accelerate,1
100,49,70,100,32,40,accelerate+rotRight,1
100,52,65,100,32,39,accelerate+rotRight,1
100,52,65,100,32,39,accelerate,1
100,52,65,100,32,39,accelerate,1
100,52,65,100,32,39,accelerate,1
100,52,65,100,32,39,accelerate,1
100,52,65,100,32,39,accelerate,1
100,52,65,100,32,39,accelerate,1
100,52,65,100,32,39,accelerate,1
100,52,65,100,32,39,accelerate,1
100,52,65,100,32,39,accelerate,1
100,52,65,100,32,39,accelerate,1
100,52,65,100,32,39,accelerate,1
100,52,65,100,32,39,accelerate,1
100,52,65,100,32,39,accelerate,1
100,48,72,100,32,40,accelerate+rotLeft,1
100,44,81,100,32,40,accelerate+rotLeft,1
100,43,83,100,31,41,accelerate,1
100,43,83,100,31,41,accelerate,1
100,42,85,100,30,42,accelerate,1
100,40,87,100,29,43,accelerate,1
100,40,87,100,29,43,accelerate,1
100,43,78,100,29,43,accelerate+rotRight,1
100,46,72,100,29,43,accelerate+rotRight,1
100,51,66,100,29,43,accelerate+rotRight,1
100,51,66,100,29,43,accelerate,1
100,51,66,100,29,43,accelerate,1
100,51,66,100,29,43,accelerate,1
100,53,64,100,30,42,accelerate,1
100,53,63,100,30,42,accelerate,1
100,100,63,100,30,42,accelerate,1
100,100,63,100,30,42,accelerate,1
98,100,61,100,30,42,accelerate,1
94,100,58,100,31,41,accelerate,1
90,100,58,100,31,41,accelerate,1
86,100,55,100,31,41,accelerate,1
82,100,54,100,31,41,accelerate,1
78,100,52,100,31,41,accelerate,1
77,100,52,100,31,40,accelerate+rotLeft,1
77,100,52,100,31,41,accelerate+rotLeft,1
76,100,51,100,31,40,accelerate+rotLeft,1
75,100,51,100,30,40,accelerate+rotLeft,1
76,100,52,100,30,41,accelerate+rotLeft,1
76,100,52,100,30,41,accelerate+rotLeft,1
77,100,51,100,29,41,accelerate+rotLeft,1
77,100,51,100,29,42,accelerate+rotLeft,1
76,100,51,96,29,41,accelerate+rotLeft,1
75,100,51,90,28,40,accelerate+rotLeft,1
74,100,50,87,29,41,accelerate+rotLeft,1
75,100,50,84,28,42,accelerate+rotLeft,1
76,100,50,83,28,41,accelerate+rotLeft,1
78,100,50,80,29,41,accelerate+rotLeft,1
82,100,51,79,28,41,accelerate+rotLeft,1
84,100,50,80,29,41,accelerate+rotLeft,1
90,100,50,79,30,40,accelerate+rotLeft,1
96,100,50,80,29,40,accelerate+rotLeft,1
100,100,51,79,29,40,accelerate+rotLeft,1
100,94,51,78,30,40,accelerate+rotLeft,1
100,80,53,78,29,41,accelerate+rotLeft,1
100,83,51,81,30,41,accelerate,1
100,86,50,84,31,40,accelerate,1
100,89,49,87,32,40,accelerate,1
100,92,48,91,33,39,accelerate,1
100,80,49,90,33,38,accelerate+rotLeft,1
100,71,51,90,33,38,accelerate+rotLeft,1
100,67,52,90,34,37,accelerate+rotLeft,1
100,60,57,88,34,37,accelerate+rotLeft,1
100,55,61,87,33,37,accelerate+rotLeft,1
100,55,61,91,33,37,accelerate,1
100,55,61,94,33,37,accelerate,1
100,55,61,97,33,37,accelerate,1
100,55,61,100,33,37,accelerate,1
100,55,61,100,33,37,accelerate,1
100,55,61,100,33,37,accelerate,1
100,55,61,100,33,37,accelerate,1
100,52,65,100,34,37,accelerate+rotLeft,1
100,48,73,100,33,38,accelerate+rotLeft,1
100,48,73,100,33,38,accelerate,1
100,48,73,100,33,38,accelerate,1
100,46,75,100,32,39,accelerate,1
100,46,75,100,32,39,accelerate,1
100,45,77,100,31,40,accelerate,1
100,45,77,100,31,40,accelerate,1
100,45,77,100,31,40,accelerate,1
100,43,78,100,30,41,accelerate,1
100,46,72,100,30,41,accelerate+rotRight,1
100,49,67,100,29,41,accelerate+rotRight,1
100,54,62,100,30,41,accelerate+rotRight,1
100,54,62,100,30,41,accelerate,1
100,56,60,100,31,40,accelerate,1
100,56,60,100,31,40,accelerate,1
100,56,60,100,31,40,accelerate,1
100,58,59,100,32,39,accelerate,1
100,58,59,100,32,39,accelerate,1
100,58,59,100,32,39,accelerate,1
100,58,59,100,32,39,accelerate,1
100,59,57,100,33,38,accelerate,1
100,59,57,100,33,38,accelerate,1
100,59,57,100,33,38,accelerate,1
100,59,57,100,33,38,accelerate,1
100,61,56,100,34,37,accelerate,1
100,55,61,100,33,37,accelerate+rotLeft,1
100,52,65,100,34,37,accelerate+rotLeft,1
100,50,67,100,33,38,accelerate,1
100,50,67,100,33,38,accelerate,1
100,50,67,100,33,38,accelerate,1
100,50,67,100,33,38,accelerate,1
100,50,67,100,33,38,accelerate,1
100,54,62,100,32,38,accelerate+rotRight,1
100,58,58,100,33,38,accelerate+rotRight,1
100,58,58,100,33,38,accelerate,1
100,58,58,100,33,38,accelerate,1
100,56,61,100,33,38,accelerate,1
100,57,100,100,34,37,accelerate,1
100,56,100,100,34,37,accelerate,1
98,54,100,100,34,37,accelerate,1
94,53,100,100,34,37,accelerate,1
90,51,100,100,34,37,accelerate,1
86,53,100,100,35,36,accelerate,1
82,51,100,100,35,36,accelerate,1
78,49,100,100,35,36,accelerate,1
79,49,100,100,36,35,accelerate+rotRight,1
78,49,100,100,35,35,accelerate+rotRight,1
77,49,100,100,36,35,accelerate+rotRight,1
78,50,100,100,36,34,accelerate+rotRight,1
74,47,100,100,36,33,accelerate,1
70,46,100,100,37,33,accelerate,1
67,44,100,100,37,33,accelerate,1
63,42,98,100,36,35,accelerate,1
61,43,97,100,36,35,accelerate+rotRight,1
61,40,96,100,35,37,accelerate+rotRight,1
60,40,96,97,34,39,accelerate+rotRight,1
59,40,95,90,34,39,accelerate+rotRight,1
57,38,95,87,33,41,accelerate+rotRight,1
57,38,94,85,32,43,accelerate+rotRight,1
55,36,93,83,32,44,accelerate+rotRight,1
55,36,93,81,31,44,accelerate+rotRight,1
55,37,94,80,31,44,accelerate+rotRight,1
55,36,94,79,30,44,accelerate+rotRight,1
53,35,93,77,30,45,accelerate+rotRight,1
53,34,95,76,29,45,accelerate+rotRight,1
54,34,95,75,29,45,accelerate+rotRight,1
54,34,96,75,28,45,accelerate+rotRight,1
54,33,95,74,28,47,accelerate+rotRight,1
54,32,98,71,27,47,accelerate+rotRight,1
53,32,97,73,27,46,accelerate+rotRight,1
54,31,100,70,26,47,accelerate+rotRight,1
55,32,99,70,26,47,accelerate+rotRight,1
55,31,100,67,26,47,accelerate+rotRight,1
56,33,100,67,26,46,accelerate+rotRight,1
56,33,100,64,25,46,accelerate+rotRight,1
57,34,100,65,25,45,accelerate+rotRight,1
55,33,100,64,24,47,accelerate+rotRight,1
57,33,100,62,24,46,accelerate+rotRight,1
57,33,100,62,24,47,accelerate+rotRight,1
59,34,100,60,24,46,accelerate+rotRight,1
62,35,100,60,26,45,accelerate+rotRight,1
64,36,100,59,25,45,accelerate+rotRight,1
65,35,100,57,24,46,accelerate+rotRight,1
68,38,100,57,25,46,accelerate+rotRight,1
70,38,100,55,26,45,accelerate+rotRight,1
71,38,100,54,26,46,accelerate+rotRight,1
75,41,100,53,28,47,accelerate+rotRight,1
79,42,100,52,28,46,accelerate+rotRight,1
81,42,100,53,28,46,accelerate+rotRight,1
87,44,100,52,28,46,accelerate+rotRight,1
96,45,100,52,29,48,accelerate+rotRight,1
100,50,100,49,30,54,accelerate+rotRight,1
100,50,92,49,30,100,accelerate+rotRight,1
100,51,78,49,31,100,accelerate+rotRight,1
100,54,69,49,32,100,accelerate+rotRight,1
100,56,63,50,34,100,accelerate+rotRight,1
100,55,65,51,33,100,accelerate,1
100,55,65,54,34,52,accelerate,1
100,55,65,56,35,43,accelerate,1
100,53,67,57,35,39,accelerate,1
100,53,67,61,36,37,accelerate,1
100,53,67,63,37,35,accelerate,1
100,52,69,65,36,35,accelerate,1
100,52,69,68,37,34,accelerate,1
100,56,61,68,38,34,accelerate+rotRight,1
100,59,56,68,38,34,accelerate+rotRight,1
100,65,51,68,38,34,accelerate+rotRight,1
100,65,51,70,38,33,accelerate,1
100,65,51,73,38,33,accelerate,1
100,65,51,76,38,33,accelerate,1
100,65,51,79,38,33,accelerate,1
100,65,51,82,38,33,accelerate,1
100,65,51,85,38,33,accelerate,1
100,65,51,87,38,33,accelerate,1
100,65,51,90,38,33,accelerate,1
100,67,50,95,39,32,accelerate,1
100,67,50,98,39,32,accelerate,1
100,67,50,100,39,32,accelerate,1
100,67,50,100,39,32,accelerate,1
100,67,50,100,39,32,accelerate,1
100,67,50,100,39,32,accelerate,1
100,67,50,100,39,32,accelerate,1
100,62,53,100,39,32,accelerate+rotLeft,1
100,57,59,100,39,32,accelerate+rotLeft,1
100,57,59,100,39,32,accelerate,1
100,56,61,100,38,33,accelerate,1
100,56,61,100,38,33,accelerate,1
100,56,61,100,38,33,accelerate,1
100,54,63,100,37,34,accelerate,1
100,54,63,100,37,34,accelerate,1
100,59,57,100,37,34,accelerate+rotRight,1
100,63,53,100,37,34,accelerate+rotRight,1
100,71,49,100,37,34,accelerate+rotRight,1
100,80,45,100,38,33,accelerate+rotRight,1
100,80,45,100,38,33,accelerate,1
100,82,44,100,39,32,accelerate,1
100,84,42,100,40,31,accelerate,1
100,84,42,100,40,31,accelerate,1
100,78,43,100,41,30,accelerate+rotLeft,1
100,72,46,100,41,30,accelerate+rotLeft,1
100,66,50,100,41,30,accelerate+rotLeft,1
100,66,50,100,41,30,accelerate,1
100,66,50,100,41,30,accelerate,1
100,66,50,100,41,30,accelerate,1
100,66,50,100,41,30,accelerate,1
100,66,50,100,41,30,accelerate,1
100,66,50,100,41,30,accelerate,1
100,64,52,100,40,31,accelerate,1
100,59,57,100,40,31,accelerate+rotLeft,1
100,53,67,100,39,32,accelerate+rotLeft,1
100,53,67,100,39,32,accelerate,1
100,52,69,100,38,33,accelerate,1
100,52,69,100,38,33,accelerate,1
100,51,71,100,37,34,accelerate,1
100,49,73,100,36,35,accelerate,1
100,49,71,100,36,35,accelerate,1
100,48,71,100,35,36,accelerate,1
100,46,71,100,34,37,accelerate,1
100,46,71,100,34,37,accelerate,1
100,45,69,100,33,38,accelerate,1
100,46,67,100,33,38,accelerate,1
100,100,63,100,32,39,accelerate+rotRight,1
95,100,59,100,32,39,accelerate+rotRight,1
91,100,57,100,32,39,accelerate,1
87,100,55,100,32,39,accelerate,1
83,100,53,100,32,39,accelerate,1
82,100,54,100,32,39,accelerate+rotLeft,1
82,100,54,100,31,40,accelerate+rotLeft,1
83,100,56,100,30,41,accelerate+rotLeft,1
83,100,55,100,29,42,accelerate+rotLeft,1
79,100,53,100,29,42,accelerate,1
75,100,51,100,29,42,accelerate,1
71,100,49,100,29,41,accelerate,1
70,100,48,100,30,40,accelerate+rotLeft,1
68,100,46,100,32,40,accelerate+rotLeft,1
68,100,46,100,31,40,accelerate+rotLeft,1
66,100,45,100,33,39,accelerate+rotLeft,1
65,100,45,99,34,39,accelerate+rotLeft,1
65,100,44,92,35,38,accelerate+rotLeft,1
64,100,44,88,35,37,accelerate+rotLeft,1
66,100,44,85,35,38,accelerate+rotLeft,1
66,100,43,83,36,35,accelerate+rotLeft,1
69,100,43,82,36,35,accelerate+rotLeft,1
70,100,42,82,37,35,accelerate+rotLeft,1
74,100,42,82,37,34,accelerate+rotLeft,1
82,100,42,81,36,34,accelerate+rotLeft,1
93,100,42,80,36,35,accelerate+rotLeft,1
100,100,43,79,36,34,accelerate+rotLeft,1
100,100,43,79,37,35,accelerate+rotLeft,1
100,94,44,78,37,33,accelerate+rotLeft,1
100,82,44,78,38,32,accelerate+rotLeft,1
100,85,44,82,38,33,accelerate,1
100,100,43,85,39,32,accelerate,1
100,100,43,89,39,32,accelerate,1
100,100,42,91,40,31,accelerate,1
100,100,42,96,40,31,accelerate,1
100,100,40,100,41,30,accelerate,1
97,100,39,100,42,29,accelerate,1
100,100,42,100,42,29,accelerate+rotLeft,1
100,100,45,99,42,29,accelerate+rotLeft,1
100,100,49,95,42,29,accelerate+rotLeft,1
100,100,49,99,42,29,accelerate,1
100,100,49,100,42,29,accelerate,1
98,100,48,100,42,29,accelerate,1
94,100,48,100,42,29,accelerate,1
96,100,52,100,41,30,accelerate+rotLeft,1
97,100,54,100,41,30,accelerate+rotLeft,1
98,100,55,96,41,31,accelerate+rotLeft,1
94,100,55,100,40,32,accelerate,1
90,100,54,100,39,32,accelerate,1
86,100,52,100,38,35,accelerate,1
82,100,50,100,37,35,accelerate,1
83,100,50,100,36,36,accelerate+rotLeft,1
85,100,53,97,35,38,accelerate+rotLeft,1
82,100,54,93,34,38,accelerate+rotLeft,1
82,100,53,86,34,38,accelerate+rotLeft,1
78,100,51,90,32,38,accelerate,1
74,100,49,94,32,39,accelerate,1
70,100,48,98,32,39,accelerate,1
70,100,48,91,32,38,accelerate+rotLeft,1
70,100,47,86,33,38,accelerate+rotLeft,1
70,100,48,83,33,38,accelerate+rotLeft,1
69,100,46,81,33,37,accelerate+rotLeft,1
71,100,47,80,33,39,accelerate+rotLeft,1
71,100,45,80,33,38,accelerate+rotLeft,1
74,100,44,80,34,38,accelerate+rotLeft,1
78,100,44,80,34,36,accelerate+rotLeft,1
84,100,44,79,34,36,accelerate+rotLeft,1
94,100,44,78,34,37,accelerate+rotLeft,1
100,100,44,80,34,37,accelerate+rotLeft,1
100,99,45,79,34,36,accelerate+rotLeft,1
100,89,45,79,35,35,accelerate+rotLeft,1
100,78,46,78,35,34,accelerate+rotLeft,1
100,78,46,82,35,35,accelerate,1
