north,north_west,north_east,south,west,east,action,lap
100,98,56,73,27,42,accelerate+rotLeft,2
100,100,55,77,27,42,accelerate,2
100,100,54,80,26,43,accelerate,2
100,88,54,81,27,42,accelerate+rotLeft,2
100,71,56,80,26,44,accelerate+rotLeft,2
100,62,58,80,26,44,accelerate+rotLeft,2
100,65,57,83,27,44,accelerate,2
100,67,55,86,28,43,accelerate,2
100,67,55,90,28,44,accelerate,2
100,70,54,93,29,43,accelerate,2
100,63,56,92,30,41,accelerate+rotLeft,2
100,57,59,93,30,41,accelerate+rotLeft,2
100,53,63,93,30,41,accelerate+rotLeft,2
100,48,69,93,30,41,accelerate+rotLeft,2
100,45,74,92,30,41,accelerate+rotLeft,2
100,45,74,95,30,41,accelerate,2
100,45,74,99,30,41,accelerate,2
100,43,76,100,29,42,accelerate,2
100,43,76,100,29,42,accelerate,2
100,43,76,100,29,42,accelerate,2
100,42,78,100,28,43,accelerate,2
100,42,78,100,28,43,accelerate,2
100,42,78,100,28,43,accelerate,2
100,42,78,100,28,43,accelerate,2
100,40,80,100,27,44,accelerate,2
100,40,80,100,27,44,accelerate,2
100,44,72,100,26,44,accelerate+rotRight,2
100,47,68,100,27,44,accelerate+rotRight,2
100,53,62,100,28,43,accelerate+rotRight,2
100,53,62,100,28,43,accelerate,2
100,55,61,100,29,42,accelerate,2
100,55,61,100,29,42,accelerate,2
100,55,61,100,29,42,accelerate,2
100,57,59,100,30,41,accelerate,2
100,57,59,100,30,41,accelerate,2
100,59,58,100,31,40,accelerate,2
100,53,63,100,31,40,accelerate+rotLeft,2
100,48,69,100,31,40,accelerate+rotLeft,2
100,44,76,100,30,41,accelerate+rotLeft,2
100,44,76,100,30,41,accelerate,2
100,44,76,100,30,41,accelerate,2
100,42,78,100,29,42,accelerate,2
100,42,78,100,29,42,accelerate,2
100,42,78,100,29,42,accelerate,2
100,41,80,100,28,43,accelerate,2
100,41,80,100,28,43,accelerate,2
100,39,82,100,27,44,accelerate,2
100,39,82,100,27,44,accelerate,2
100,42,76,100,27,44,accelerate+rotRight,2
100,45,71,100,27,44,accelerate+rotRight,2
100,48,66,100,27,44,accelerate+rotRight,2
100,50,65,100,28,43,accelerate,2
100,50,65,100,28,43,accelerate,2
100,50,65,100,28,43,accelerate,2
100,50,65,100,28,43,accelerate,2
100,52,63,100,29,42,accelerate,2
100,52,65,100,29,42,accelerate,2
100,52,100,100,29,42,accelerate,2
100,52,100,100,30,41,accelerate,2
100,52,100,100,30,41,accelerate,2
97,50,100,100,30,41,accelerate,2
93,48,100,100,30,41,accelerate,2
90,48,100,100,31,40,accelerate,2
85,47,100,100,31,40,accelerate,2
81,47,100,100,31,40,accelerate,2
78,47,100,100,32,39,accelerate,2
77,45,100,100,32,39,accelerate+rotRight,2
77,46,100,100,32,38,accelerate+rotRight,2
75,47,100,100,33,37,accelerate+rotRight,2
75,47,100,100,33,37,accelerate+rotRight,2
75,46,100,100,33,36,accelerate+rotRight,2
70,44,100,100,33,36,accelerate,2
67,43,100,100,34,36,accelerate,2
63,40,100,100,34,36,accelerate,2
59,38,96,100,33,39,accelerate,2
59,40,96,100,33,39,accelerate+rotRight,2
57,37,95,99,32,42,accelerate+rotRight,2
57,37,95,93,31,42,accelerate+rotRight,2
55,36,93,87,30,45,accelerate+rotRight,2
54,35,93,84,29,46,accelerate+rotRight,2
53,35,92,83,29,47,accelerate+rotRight,2
52,33,92,81,29,48,accelerate+rotRight,2
51,32,91,80,27,49,accelerate+rotRight,2
50,31,92,78,27,49,accelerate+rotRight,2
50,32,92,77,27,49,accelerate+rotRight,2
49,31,93,74,26,49,accelerate+rotRight,2
49,30,92,73,25,50,accelerate+rotRight,2
48,30,93,74,25,49,accelerate+rotRight,2
49,29,94,73,24,50,accelerate+rotRight,2
48,29,94,72,24,51,accelerate+rotRight,2
49,29,95,70,23,50,accelerate+rotRight,2
50,28,96,67,23,51,accelerate+rotRight,2
51,29,99,66,23,49,accelerate+rotRight,2
50,27,99,64,22,51,accelerate+rotRight,2
51,27,100,64,22,51,accelerate+rotRight,2
52,27,100,63,22,51,accelerate+rotRight,2
52,29,100,62,22,50,accelerate+rotRight,2
52,27,100,61,21,50,accelerate+rotRight,2
54,29,100,60,21,50,accelerate+rotRight,2
53,27,100,58,20,50,accelerate+rotRight,2
54,30,100,56,21,50,accelerate+rotRight,2
58,30,100,54,20,49,accelerate+rotRight,2
60,31,100,53,20,50,accelerate+rotRight,2
62,33,100,53,22,49,accelerate+rotRight,2
66,33,100,51,22,51,accelerate+rotRight,2
70,36,100,50,23,51,accelerate+rotRight,2
72,36,100,47,22,52,accelerate+rotRight,2
75,38,100,47,24,53,accelerate+rotRight,2
77,38,100,47,25,53,accelerate+rotRight,2
80,41,100,47,26,54,accelerate+rotRight,2
87,43,100,46,26,100,accelerate+rotRight,2
93,45,100,46,27,100,accelerate+rotRight,2
89,43,100,47,27,54,accelerate,2
87,43,100,49,27,50,accelerate,2
85,43,100,51,27,46,accelerate,2
83,43,100,56,29,44,accelerate,2
79,41,100,57,28,42,accelerate,2
87,42,100,56,28,43,accelerate+rotRight,2
99,44,100,56,30,43,accelerate+rotRight,2
100,46,99,55,30,43,accelerate+rotRight,2
100,46,89,54,31,43,accelerate+rotRight,2
100,48,78,56,31,42,accelerate+rotRight,2
100,48,78,58,32,41,accelerate,2
100,48,78,61,32,38,accelerate,2
100,46,81,63,32,38,accelerate,2
100,45,83,66,32,38,accelerate,2
100,45,83,69,33,37,accelerate,2
100,48,73,68,34,37,accelerate+rotRight,2
100,49,69,68,33,38,accelerate+rotRight,2
100,54,62,67,33,37,accelerate+rotRight,2
100,61,56,67,34,37,accelerate+rotRight,2
100,61,56,70,34,37,accelerate,2
100,61,56,72,34,37,accelerate,2
100,61,56,75,34,37,accelerate,2
100,61,56,78,34,37,accelerate,2
100,63,54,82,35,36,accelerate,2
100,63,54,85,35,36,accelerate,2
100,63,54,88,35,36,accelerate,2
100,63,54,91,35,36,accelerate,2
100,65,52,96,36,35,accelerate,2
100,65,52,99,36,35,accelerate,2
100,65,52,100,36,35,accelerate,2
100,65,52,100,36,35,accelerate,2
100,67,51,100,37,34,accelerate,2
100,67,51,100,37,34,accelerate,2
100,67,51,100,37,34,accelerate,2
100,67,51,100,37,34,accelerate,2
100,61,55,100,37,33,accelerate+rotLeft,2
100,61,55,100,37,33,accelerate,2
100,61,55,100,37,33,accelerate,2
100,61,55,100,37,33,accelerate,2
100,61,55,100,37,33,accelerate,2
100,61,55,100,37,33,accelerate,2
100,61,55,100,37,33,accelerate,2
100,61,55,100,37,33,accelerate,2
100,61,55,100,37,33,accelerate,2
100,61,55,100,37,33,accelerate,2
100,61,55,100,37,33,accelerate,2
100,61,55,100,37,33,accelerate,2
100,61,55,100,37,33,accelerate,2
100,61,55,100,37,33,accelerate,2
100,61,55,100,37,33,accelerate,2
100,61,55,100,37,33,accelerate,2
100,61,55,100,37,33,accelerate,2
100,61,55,100,37,33,accelerate,2
100,61,55,100,37,33,accelerate,2
100,61,55,100,37,33,accelerate,2
100,61,55,100,37,33,accelerate,2
100,61,55,100,37,33,accelerate,2
100,61,55,100,37,33,accelerate,2
100,61,55,100,37,33,accelerate,2
100,61,55,100,37,33,accelerate,2
100,61,55,100,37,33,accelerate,2
100,61,55,100,37,33,accelerate,2
100,61,55,100,37,33,accelerate,2
100,61,55,100,37,33,accelerate,2
100,61,55,100,37,33,accelerate,2
100,61,55,100,37,33,accelerate,2
100,64,55,100,37,33,accelerate,2
100,100,55,100,37,33,accelerate,2
100,100,55,100,37,33,accelerate,2
100,100,55,100,37,33,accelerate,2
97,100,54,100,37,33,accelerate,2
93,100,52,100,37,33,accelerate,2
89,100,52,100,37,33,accelerate,2
85,100,50,100,37,33,accelerate,2
81,100,49,100,37,33,accelerate,2
77,100,47,100,37,33,accelerate,2
73,100,45,100,37,33,accelerate,2
69,100,44,100,37,33,accelerate,2
68,100,44,100,38,34,accelerate+rotLeft,2
66,100,42,100,38,34,accelerate+rotLeft,2
68,100,43,100,38,33,accelerate+rotLeft,2
67,100,43,100,37,33,accelerate+rotLeft,2
66,100,42,100,37,33,accelerate+rotLeft,2
68,100,42,100,37,33,accelerate+rotLeft,2
67,100,42,96,37,33,accelerate+rotLeft,2
68,100,41,86,38,32,accelerate+rotLeft,2
67,100,41,82,38,33,accelerate+rotLeft,2
66,100,41,77,38,32,accelerate+rotLeft,2
66,100,41,75,39,32,accelerate+rotLeft,2
67,100,41,74,39,32,accelerate+rotLeft,2
68,100,42,73,37,33,accelerate+rotLeft,2
69,100,41,71,39,32,accelerate+rotLeft,2
72,100,42,71,38,32,accelerate+rotLeft,2
76,100,44,72,38,33,accelerate+rotLeft,2
80,100,43,70,38,32,accelerate+rotLeft,2
86,100,43,70,38,33,accelerate+rotLeft,2
95,100,43,69,39,32,accelerate+rotLeft,2
100,100,43,69,38,32,accelerate+rotLeft,2
100,93,46,68,37,34,accelerate+rotLeft,2
100,81,47,67,37,34,accelerate+rotLeft,2
100,71,50,66,37,35,accelerate+rotLeft,2
100,73,49,69,37,34,accelerate,2
100,73,49,72,36,34,accelerate,2
100,75,47,75,37,33,accelerate,2
100,75,47,78,37,34,accelerate,2
100,77,46,82,38,33,accelerate,2
100,69,49,81,38,33,accelerate+rotLeft,2
100,64,53,81,38,33,accelerate+rotLeft,2
100,58,58,79,38,33,accelerate+rotLeft,2
100,52,67,78,37,34,accelerate+rotLeft,2
100,52,67,81,37,34,accelerate,2
100,52,67,83,37,34,accelerate,2
100,51,67,88,36,35,accelerate,2
100,51,67,91,36,35,accelerate,2
100,50,69,95,35,36,accelerate,2
100,50,67,98,35,36,accelerate,2
100,50,67,100,34,37,accelerate,2
100,52,65,100,34,37,accelerate,2
100,100,65,100,33,38,accelerate,2
100,100,63,100,33,38,accelerate,2
97,100,61,100,32,39,accelerate,2
93,100,59,100,32,39,accelerate,2
89,100,59,100,31,40,accelerate,2
85,100,56,100,31,40,accelerate,2
81,100,55,100,30,41,accelerate,2
80,100,54,100,30,40,accelerate+rotLeft,2
80,100,53,100,30,42,accelerate+rotLeft,2
80,100,54,100,30,42,accelerate+rotLeft,2
78,100,55,100,28,42,accelerate+rotLeft,2
78,100,54,100,29,42,accelerate+rotLeft,2
75,100,53,100,28,42,accelerate+rotLeft,2
75,100,52,100,29,42,accelerate+rotLeft,2
74,100,52,95,29,42,accelerate+rotLeft,2
73,100,51,89,29,41,accelerate+rotLeft,2
74,100,51,86,29,42,accelerate+rotLeft,2
71,100,50,89,29,41,accelerate,2
67,100,48,92,31,41,accelerate,2
63,100,46,97,33,41,accelerate,2
59,100,44,100,36,40,accelerate,2
59,100,41,97,38,39,accelerate+rotLeft,2
60,100,40,95,38,38,accelerate+rotLeft,2
59,100,39,94,40,37,accelerate+rotLeft,2
62,100,37,92,41,36,accelerate+rotLeft,2
63,100,36,92,42,34,accelerate+rotLeft,2
69,100,36,92,41,34,accelerate+rotLeft,2
71,100,35,92,42,31,accelerate+rotLeft,2
81,100,35,92,42,30,accelerate+rotLeft,2
91,100,35,90,43,30,accelerate+rotLeft,2
100,100,35,88,43,28,accelerate+rotLeft,2
100,97,36,86,43,27,accelerate+rotLeft,2
100,85,38,84,43,27,accelerate+rotLeft,2
100,78,40,85,43,27,accelerate+rotLeft,2
100,70,44,81,42,27,accelerate+rotLeft,2
100,70,44,84,42,27,accelerate,2
100,70,44,88,42,27,accelerate,2
100,70,44,91,42,27,accelerate,2
100,70,44,95,42,27,accelerate,2
100,70,44,99,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,70,44,100,42,27,accelerate,2
100,72,44,100,42,27,accelerate,2
100,100,44,100,42,27,accelerate,2
100,100,44,100,42,27,accelerate,2
100,100,48,100,43,27,accelerate+rotLeft,2
100,100,48,100,43,27,accelerate,2
100,100,48,100,43,27,accelerate,2
100,100,50,100,42,28,accelerate,2
96,100,48,100,42,28,accelerate,2
92,100,47,100,42,28,accelerate,2
89,100,48,100,41,29,accelerate,2
84,100,47,100,41,29,accelerate,2
80,100,45,100,41,29,accelerate,2
82,100,46,100,40,30,accelerate+rotLeft,2
80,100,46,100,40,30,accelerate+rotLeft,2
81,100,48,100,40,32,accelerate+rotLeft,2
83,100,49,100,38,33,accelerate+rotLeft,2
81,100,48,93,38,34,accelerate+rotLeft,2
82,100,49,81,38,34,accelerate+rotLeft,2
78,100,48,86,36,35,accelerate,2
74,100,46,90,36,35,accelerate,2
76,100,48,83,35,36,accelerate+rotLeft,2
76,100,48,78,35,36,accelerate+rotLeft,2
75,100,48,75,35,35,accelerate+rotLeft,2
76,100,49,72,34,36,accelerate+rotLeft,2
77,100,49,71,34,36,accelerate+rotLeft,2
78,100,48,69,35,35,accelerate+rotLeft,2
82,100,49,69,33,36,accelerate+rotLeft,2
86,100,49,69,33,37,accelerate+rotLeft,2
95,100,52,70,33,39,accelerate+rotLeft,2
100,100,51,69,33,37,accelerate+rotLeft,2
100,98,52,70,33,39,accelerate+rotLeft,2
100,85,52,71,32,40,accelerate+rotLeft,2
100,76,53,72,31,39,accelerate+rotLeft,2
100,70,54,72,31,39,accelerate+rotLeft,2
100,60,58,72,30,40,accelerate+rotLeft,2
100,63,56,75,30,40,accelerate,2
100,63,56,78,30,40,accelerate,2
100,65,55,83,31,40,accelerate,2
100,65,55,86,31,40,accelerate,2
100,67,53,90,32,39,accelerate,2
100,69,52,94,33,38,accelerate,2
100,69,52,97,33,38,accelerate,2
100,71,51,100,34,37,accelerate,2
100,71,51,100,34,37,accelerate,2
100,67,52,100,35,36,accelerate+rotLeft,2
100,60,56,100,35,36,accelerate+rotLeft,2
100,55,62,100,35,36,accelerate+rotLeft,2
100,55,62,100,35,36,accelerate,2
100,55,62,100,35,36,accelerate,2
100,53,63,100,34,37,accelerate,2
100,53,63,100,34,37,accelerate,2
100,53,63,100,34,37,accelerate,2
100,53,63,100,34,37,accelerate,2
100,53,63,100,34,37,accelerate,2
100,53,63,100,34,37,accelerate,2
100,53,63,100,34,37,accelerate,2
100,51,65,100,33,38,accelerate,2
100,51,65,100,33,38,accelerate,2
100,51,65,100,33,38,accelerate,2
100,51,65,100,33,38,accelerate,2
100,51,65,100,33,38,accelerate,2
100,55,61,100,33,38,accelerate+rotRight,2
100,61,56,100,33,38,accelerate+rotRight,2
100,63,54,100,34,37,accelerate,2
100,63,54,100,34,37,accelerate,2
100,63,54,100,34,37,accelerate,2
100,65,53,100,35,36,accelerate,2
100,65,53,100,35,36,accelerate,2
100,65,53,100,35,36,accelerate,2
100,67,51,100,36,35,accelerate,2
100,67,51,100,36,35,accelerate,2
100,67,51,100,36,35,accelerate,2
100,69,50,100,37,34,accelerate,2
100,69,50,100,37,34,accelerate,2
100,71,48,100,38,33,accelerate,2
100,71,48,100,38,33,accelerate,2
100,71,48,100,38,33,accelerate,2
100,72,47,100,39,32,accelerate,2
100,72,47,100,39,32,accelerate,2
100,72,47,100,39,32,accelerate,2
100,74,45,100,40,31,accelerate,2
100,74,45,100,40,31,accelerate,2
100,72,45,100,40,31,accelerate,2
100,74,44,100,41,30,accelerate,2
100,72,44,100,41,30,accelerate,2
100,72,44,100,41,30,accelerate,2
100,71,42,100,42,29,accelerate,2
100,69,42,100,42,29,accelerate,2
100,68,44,100,42,29,accelerate,2
100,67,47,100,43,28,accelerate,2
100,65,100,100,43,28,accelerate,2
96,63,100,100,43,28,accelerate,2
92,63,100,100,44,27,accelerate,2
88,61,100,100,44,27,accelerate,2
84,57,100,100,44,27,accelerate,2
81,58,100,100,45,26,accelerate+rotRight,2
80,58,100,100,45,25,accelerate+rotRight,2
80,58,100,100,46,24,accelerate+rotRight,2
79,58,100,100,45,25,accelerate+rotRight,2
78,58,100,100,46,23,accelerate+rotRight,2
77,56,100,100,45,24,accelerate+rotRight,2
76,57,100,100,46,24,accelerate+rotRight,2
76,57,100,95,46,24,accelerate+rotRight,2
74,55,100,91,47,24,accelerate+rotRight,2
74,55,100,87,47,24,accelerate+rotRight,2
71,54,100,87,48,24,accelerate+rotRight,2
72,54,100,84,47,24,accelerate+rotRight,2
70,53,99,84,47,25,accelerate+rotRight,2
68,52,99,84,46,26,accelerate+rotRight,2
70,52,99,83,46,26,accelerate+rotRight,2
69,50,100,83,44,27,accelerate+rotRight,2
67,50,98,84,44,27,accelerate+rotRight,2
68,49,97,84,44,28,accelerate+rotRight,2
67,49,97,84,44,27,accelerate+rotRight,2
67,49,96,84,43,29,accelerate+rotRight,2
65,48,95,84,43,30,accelerate+rotRight,2
66,46,96,84,42,31,accelerate+rotRight,2
65,47,97,82,41,31,accelerate+rotRight,2
65,47,98,84,42,31,accelerate+rotRight,2
66,47,100,82,41,31,accelerate+rotRight,2
66,46,100,83,39,32,accelerate+rotRight,2
65,46,100,82,39,32,accelerate+rotRight,2
66,46,100,81,39,33,accelerate+rotRight,2
66,45,100,81,39,33,accelerate+rotRight,2
64,45,100,81,38,34,accelerate+rotRight,2
66,45,100,79,38,34,accelerate+rotRight,2
65,46,100,78,37,34,accelerate+rotRight,2
66,46,100,77,38,34,accelerate+rotRight,2
67,47,100,75,38,34,accelerate+rotRight,2
69,47,100,75,37,33,accelerate+rotRight,2
70,46,100,74,37,34,accelerate+rotRight,2
72,48,100,75,38,34,accelerate+rotRight,2
77,47,100,73,38,33,accelerate+rotRight,2
74,45,100,74,37,34,accelerate,2
72,44,100,77,37,34,accelerate,2
70,43,100,79,37,35,accelerate,2
67,42,100,82,37,37,accelerate,2
64,40,100,84,36,39,accelerate,2
67,40,100,84,35,39,accelerate+rotRight,2
70,39,100,83,35,39,accelerate+rotRight,2
75,39,100,83,36,39,accelerate+rotRight,2
81,39,100,82,35,39,accelerate+rotRight,2
93,39,100,80,35,39,accelerate+rotRight,2
100,40,100,78,33,39,accelerate+rotRight,2
100,38,100,80,32,40,accelerate,2
100,38,100,84,33,40,accelerate,2
98,37,100,86,32,42,accelerate,2
94,36,100,89,31,43,accelerate,2
91,35,100,92,30,44,accelerate,2
100,35,100,91,28,44,accelerate+rotRight,2
100,37,97,88,28,43,accelerate+rotRight,2
100,37,90,86,27,44,accelerate+rotRight,2
100,40,80,85,27,44,accelerate+rotRight,2
100,43,74,83,27,44,accelerate+rotRight,2
100,43,74,85,27,44,accelerate,2
100,43,74,88,27,44,accelerate,2
100,43,74,91,27,44,accelerate,2
100,43,74,94,27,44,accelerate,2
100,43,74,97,27,44,accelerate,2
100,43,74,100,27,44,accelerate,2
100,43,74,100,27,44,accelerate,2
100,43,74,100,27,44,accelerate,2
100,43,74,100,27,44,accelerate,2
100,43,74,100,27,44,accelerate,2
100,43,74,100,27,44,accelerate,2
100,43,74,100,27,44,accelerate,2
100,41,76,100,26,45,accelerate,2
100,41,76,100,26,45,accelerate,2
100,41,76,100,26,45,accelerate,2
100,41,76,100,26,45,accelerate,2
100,41,76,100,26,45,accelerate,2
100,41,76,100,26,45,accelerate,2
100,41,76,100,26,45,accelerate,2
100,41,76,100,26,45,accelerate,2
100,41,76,100,26,45,accelerate,2
100,41,76,100,26,45,accelerate,2
100,41,76,100,26,45,accelerate,2
100,41,76,100,26,45,accelerate,2
100,41,76,100,26,45,accelerate,2
100,41,76,100,26,45,accelerate,2
100,40,77,100,25,46,accelerate,2
100,40,77,100,25,46,accelerate,2
100,40,77,100,25,46,accelerate,2
100,40,77,100,25,46,accelerate,2
100,40,77,100,25,46,accelerate,2
100,40,77,100,25,46,accelerate,2
100,40,77,100,25,46,accelerate,2
100,42,72,100,25,46,accelerate+rotRight,2
100,42,72,100,25,46,accelerate,2
100,42,72,100,25,46,accelerate,2
100,44,71,100,26,45,accelerate,2
100,44,71,100,26,45,accelerate,2
100,44,71,100,26,45,accelerate,2
100,44,71,100,26,45,accelerate,2
100,44,71,100,26,45,accelerate,2
100,44,71,100,26,45,accelerate,2
100,44,71,100,26,45,accelerate,2
100,46,69,100,27,44,accelerate,2
100,46,67,100,27,44,accelerate,2
100,46,66,100,27,44,accelerate,2
100,100,66,100,27,44,accelerate,2
100,100,64,100,27,44,accelerate,2
98,100,62,100,27,44,accelerate,2
94,100,61,100,27,44,accelerate,2
90,100,59,100,28,43,accelerate,2
86,100,57,100,28,43,accelerate,2
82,100,55,100,28,43,accelerate,2
78,100,53,100,28,43,accelerate,2
78,100,52,100,28,43,accelerate+rotLeft,2
77,100,53,100,27,44,accelerate+rotLeft,2
75,100,52,100,28,43,accelerate+rotLeft,2
75,100,51,100,28,42,accelerate+rotLeft,2
74,100,51,100,29,42,accelerate+rotLeft,2
72,100,51,100,29,43,accelerate+rotLeft,2
71,100,51,100,30,41,accelerate+rotLeft,2
70,100,50,100,29,41,accelerate+rotLeft,2
70,100,50,100,29,42,accelerate+rotLeft,2
69,100,48,100,31,41,accelerate+rotLeft,2
68,100,48,94,31,40,accelerate+rotLeft,2
70,100,49,89,31,41,accelerate+rotLeft,2
69,100,47,85,32,39,accelerate+rotLeft,2
69,100,46,84,31,41,accelerate+rotLeft,2
70,100,46,82,32,39,accelerate+rotLeft,2
68,100,46,82,32,40,accelerate+rotLeft,2
69,100,47,82,32,39,accelerate+rotLeft,2
69,100,46,80,33,38,accelerate+rotLeft,2
69,100,46,80,32,39,accelerate+rotLeft,2
70,100,47,80,32,39,accelerate+rotLeft,2
66,100,45,84,33,38,accelerate,2
63,100,43,87,35,37,accelerate,2
60,98,41,90,37,37,accelerate,2
57,95,40,93,40,37,accelerate,2
53,90,37,95,46,35,accelerate,2
51,89,37,95,47,34,accelerate+rotLeft,2
53,91,35,93,47,33,accelerate+rotLeft,2
52,91,34,91,48,32,accelerate+rotLeft,2
52,91,33,90,50,31,accelerate+rotLeft,2
53,93,32,89,48,30,accelerate+rotLeft,2
53,94,33,87,48,29,accelerate+rotLeft,2
52,95,32,86,48,29,accelerate+rotLeft,2
52,97,31,84,47,27,accelerate+rotLeft,2
53,100,31,83,47,27,accelerate+rotLeft,2
53,100,30,79,48,25,accelerate+rotLeft,2
52,100,32,79,48,25,accelerate+rotLeft,2
51,100,30,77,49,25,accelerate+rotLeft,2
52,100,31,75,49,24,accelerate+rotLeft,2
52,100,31,73,49,24,accelerate+rotLeft,2
53,100,30,72,48,23,accelerate+rotLeft,2
54,100,31,70,49,23,accelerate+rotLeft,2
55,100,31,67,49,24,accelerate+rotLeft,2
57,100,32,66,48,22,accelerate+rotLeft,2
58,100,31,65,48,24,accelerate+rotLeft,2
60,100,31,63,47,24,accelerate+rotLeft,2
62,100,32,60,47,23,accelerate+rotLeft,2
67,100,33,58,48,24,accelerate+rotLeft,2
71,100,34,57,47,23,accelerate+rotLeft,2
76,100,35,56,47,24,accelerate+rotLeft,2
82,100,36,55,47,24,accelerate+rotLeft,2
